snomed_code,icd10_code,icd10_description
271982007,T49.4X2D,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, subsequent encounter"
291379003,T49.4X2D,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, subsequent encounter"
7895008,T49.3X1A,"Poisoning by emollients, demulcents and protectants, accidental (unintentional), initial encounter"
14817008,T49.5X6S,"Underdosing of ophthalmological drugs and preparations, sequela"
768011006,T49.7X3S,"Poisoning by dental drugs, topically applied, assault, sequela"
768011006,T49.93XS,"Poisoning by unspecified topical agent, assault, sequela"
448152000,T50.0X6D,"Underdosing of mineralocorticoids and their antagonists, subsequent encounter"
219365001,T50.3X4S,"Poisoning by electrolytic, caloric and water-balance agents, undetermined, sequela"
276853009,T50.4X2D,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, subsequent encounter"
271982007,T50.4X2D,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, subsequent encounter"
431307001,T50.4X2D,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, subsequent encounter"
768011006,T50.4X3S,"Poisoning by drugs affecting uric acid metabolism, assault, sequela"
448152000,T50.4X6D,"Underdosing of drugs affecting uric acid metabolism, subsequent encounter"
276853009,T50.6X2A,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter"
271982007,T50.6X2A,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter"
431307001,T50.6X2A,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter"
276853009,T50.6X2D,"Poisoning by antidotes and chelating agents, intentional self-harm, subsequent encounter"
271982007,T50.6X2D,"Poisoning by antidotes and chelating agents, intentional self-harm, subsequent encounter"
431307001,T50.6X2D,"Poisoning by antidotes and chelating agents, intentional self-harm, subsequent encounter"
219365001,T50.6X4S,"Poisoning by antidotes and chelating agents, undetermined, sequela"
292410009,T50.7X5D,"Adverse effect of analeptics and opioid receptor antagonists, subsequent encounter"
276853009,T50.8X2A,"Poisoning by diagnostic agents, intentional self-harm, initial encounter"
271982007,T50.8X2A,"Poisoning by diagnostic agents, intentional self-harm, initial encounter"
219174008,T50.8X2S,"Poisoning by diagnostic agents, intentional self-harm, sequela"
7895008,T50.992D,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, subsequent encounter"
276853009,T50.992D,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, subsequent encounter"
271982007,T50.992D,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, subsequent encounter"
219174008,T50.992S,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, sequela"
276853009,T50.A22D,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, subsequent encounter"
271982007,T50.A22D,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, subsequent encounter"
431307001,T50.A22D,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, subsequent encounter"
418420002,T50.A22D,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, subsequent encounter"
448152000,T50.A96D,"Underdosing of other bacterial vaccines, subsequent encounter"
219174008,T50.B12S,"Poisoning by smallpox vaccines, intentional self-harm, sequela"
768011006,T50.Z13S,"Poisoning by immunoglobulin, assault, sequela"
293096000,T50.Z15D,"Adverse effect of immunoglobulin, subsequent encounter"
446994009,T50.Z95A,"Adverse effect of other vaccines and biological substances, initial encounter"
82782008,T51.0X3D,"Toxic effect of ethanol, assault, subsequent encounter"
219186006,T51.0X3D,"Toxic effect of ethanol, assault, subsequent encounter"
216640006,T51.1X1A,"Toxic effect of methanol, accidental (unintentional), initial encounter"
55566008,T51.1X1A,"Toxic effect of methanol, accidental (unintentional), initial encounter"
57346004,T51.3X2D,"Toxic effect of fusel oil, intentional self-harm, subsequent encounter"
276853009,T51.3X2D,"Toxic effect of fusel oil, intentional self-harm, subsequent encounter"
271982007,T51.3X2D,"Toxic effect of fusel oil, intentional self-harm, subsequent encounter"
218249005,T51.8X1S,"Toxic effect of other alcohols, accidental (unintentional), sequela"
363304009,T52.1X3S,"Toxic effect of benzene, assault, sequela"
768011006,T52.1X3S,"Toxic effect of benzene, assault, sequela"
218249005,T52.2X1S,"Toxic effect of homologues of benzene, accidental (unintentional), sequela"
271982007,T52.4X2D,"Toxic effect of ketones, intentional self-harm, subsequent encounter"
219186006,T52.8X3D,"Toxic effect of other organic solvents, assault, subsequent encounter"
241769004,T52.8X3D,"Toxic effect of other organic solvents, assault, subsequent encounter"
363304009,T52.94XS,"Toxic effect of unspecified organic solvent, undetermined, sequela"
218249005,T53.0X1S,"Toxic effect of carbon tetrachloride, accidental (unintentional), sequela"
276853009,T53.0X2A,"Toxic effect of carbon tetrachloride, intentional self-harm, initial encounter"
16464001,T53.0X2A,"Toxic effect of carbon tetrachloride, intentional self-harm, initial encounter"
271982007,T53.0X2A,"Toxic effect of carbon tetrachloride, intentional self-harm, initial encounter"
363304009,T53.0X3S,"Toxic effect of carbon tetrachloride, assault, sequela"
768011006,T53.0X3S,"Toxic effect of carbon tetrachloride, assault, sequela"
219186006,T53.1X3A,"Toxic effect of chloroform, assault, initial encounter"
25555003,T53.1X3A,"Toxic effect of chloroform, assault, initial encounter"
219186006,T53.1X3D,"Toxic effect of chloroform, assault, subsequent encounter"
25555003,T53.1X3D,"Toxic effect of chloroform, assault, subsequent encounter"
363304009,T53.1X3S,"Toxic effect of chloroform, assault, sequela"
768011006,T53.1X3S,"Toxic effect of chloroform, assault, sequela"
72431002,T53.3X1A,"Toxic effect of tetrachloroethylene, accidental (unintentional), initial encounter"
55566008,T53.3X1A,"Toxic effect of tetrachloroethylene, accidental (unintentional), initial encounter"
10235002,T53.3X1A,"Toxic effect of tetrachloroethylene, accidental (unintentional), initial encounter"
216750000,T54.2X1A,"Toxic effect of corrosive acids and acid-like substances, accidental (unintentional), initial encounter"
55566008,T54.2X1A,"Toxic effect of corrosive acids and acid-like substances, accidental (unintentional), initial encounter"
218249005,T54.2X1S,"Toxic effect of corrosive acids and acid-like substances, accidental (unintentional), sequela"
216782002,T56.1X1D,"Toxic effect of mercury and its compounds, accidental (unintentional), subsequent encounter"
72431002,T56.1X1D,"Toxic effect of mercury and its compounds, accidental (unintentional), subsequent encounter"
55566008,T56.1X1D,"Toxic effect of mercury and its compounds, accidental (unintentional), subsequent encounter"
219186006,T56.1X3A,"Toxic effect of mercury and its compounds, assault, initial encounter"
72431002,T56.2X1D,"Toxic effect of chromium and its compounds, accidental (unintentional), subsequent encounter"
88627003,T56.2X1D,"Toxic effect of chromium and its compounds, accidental (unintentional), subsequent encounter"
55566008,T56.2X1D,"Toxic effect of chromium and its compounds, accidental (unintentional), subsequent encounter"
218249005,T56.2X1S,"Toxic effect of chromium and its compounds, accidental (unintentional), sequela"
88627003,T56.2X4A,"Toxic effect of chromium and its compounds, undetermined, initial encounter"
28008001,T56.4X4D,"Toxic effect of copper and its compounds, undetermined, subsequent encounter"
212846000,T56.6X1D,"Toxic effect of tin and its compounds, accidental (unintentional), subsequent encounter"
219186006,T56.6X3A,"Toxic effect of tin and its compounds, assault, initial encounter"
212846000,T56.6X3A,"Toxic effect of tin and its compounds, assault, initial encounter"
212846000,T56.6X4D,"Toxic effect of tin and its compounds, undetermined, subsequent encounter"
218249005,T56.7X1S,"Toxic effect of beryllium and its compounds, accidental (unintentional), sequela"
446225009,T56.7X4A,"Toxic effect of beryllium and its compounds, undetermined, initial encounter"
219365001,T56.7X4S,"Toxic effect of beryllium and its compounds, undetermined, sequela"
363304009,T56.7X4S,"Toxic effect of beryllium and its compounds, undetermined, sequela"
55566008,T56.811D,"Toxic effect of thallium, accidental (unintentional), subsequent encounter"
216735009,T56.811D,"Toxic effect of thallium, accidental (unintentional), subsequent encounter"
219174008,T56.892S,"Toxic effect of other metals, intentional self-harm, sequela"
363304009,T56.892S,"Toxic effect of other metals, intentional self-harm, sequela"
212847009,T57.1X4A,"Toxic effect of phosphorus and its compounds, undetermined, initial encounter"
218249005,T57.2X1S,"Toxic effect of manganese and its compounds, accidental (unintentional), sequela"
447288004,T57.2X4A,"Toxic effect of manganese and its compounds, undetermined, initial encounter"
218249005,T57.8X1S,"Toxic effect of other specified inorganic substances, accidental (unintentional), sequela"
242840004,T58.12XD,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, subsequent encounter"
276853009,T58.12XD,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, subsequent encounter"
271982007,T58.12XD,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, subsequent encounter"
363304009,T58.2X3S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, sequela"
768011006,T58.2X3S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, assault, sequela"
17383000,T58.8X4A,"Toxic effect of carbon monoxide from other source, undetermined, initial encounter"
17383000,T58.8X4D,"Toxic effect of carbon monoxide from other source, undetermined, subsequent encounter"
420057003,T58.91XD,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), subsequent encounter"
55566008,T58.91XD,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), subsequent encounter"
17383000,T58.94XA,"Toxic effect of carbon monoxide from unspecified source, undetermined, initial encounter"
55566008,T59.0X1D,"Toxic effect of nitrogen oxides, accidental (unintentional), subsequent encounter"
216856003,T59.0X1D,"Toxic effect of nitrogen oxides, accidental (unintentional), subsequent encounter"
72431002,T59.2X1A,"Toxic effect of formaldehyde, accidental (unintentional), initial encounter"
55566008,T59.2X1A,"Toxic effect of formaldehyde, accidental (unintentional), initial encounter"
212898003,T59.2X1A,"Toxic effect of formaldehyde, accidental (unintentional), initial encounter"
55566008,T59.4X1D,"Toxic effect of chlorine gas, accidental (unintentional), subsequent encounter"
216865005,T59.4X1D,"Toxic effect of chlorine gas, accidental (unintentional), subsequent encounter"
363304009,T59.4X3S,"Toxic effect of chlorine gas, assault, sequela"
768011006,T59.4X3S,"Toxic effect of chlorine gas, assault, sequela"
212857005,T59.5X,Toxic effect of fluorine gas and hydrogen fluoride
219186006,T59.7X3D,"Toxic effect of carbon dioxide, assault, subsequent encounter"
212859008,T59.7X3D,"Toxic effect of carbon dioxide, assault, subsequent encounter"
219186006,T59.813A,"Toxic effect of smoke, assault, initial encounter"
219186006,T59.893A,"Toxic effect of other specified gases, fumes and vapors, assault, initial encounter"
363304009,T59.893S,"Toxic effect of other specified gases, fumes and vapors, assault, sequela"
768011006,T59.893S,"Toxic effect of other specified gases, fumes and vapors, assault, sequela"
363304009,T60.1X3S,"Toxic effect of halogenated insecticides, assault, sequela"
768011006,T60.1X3S,"Toxic effect of halogenated insecticides, assault, sequela"
219186006,T60.2X3A,"Toxic effect of other insecticides, assault, initial encounter"
84997000,T60.2X3A,"Toxic effect of other insecticides, assault, initial encounter"
